,State,Year,Type of power,growthRate,capacity
984,Nagaland,2012,Waste to Energy,3.49,0.0
985,Nagaland,2012,Wind Power,3.49,0.0
986,Nagaland,2013,Bio-Mass Power,0.0,0.0
987,Nagaland,2013,Small Hydro Power,0.0,29.67
988,Nagaland,2013,Solar Power,0.0,0.0
989,Nagaland,2013,Waste to Energy,0.0,0.0
990,Nagaland,2013,Wind Power,0.0,0.0
991,Nagaland,2014,Bio-Mass Power,3.37,0.0
992,Nagaland,2014,Small Hydro Power,3.37,29.67
993,Nagaland,2014,Solar Power,3.37,0.0
994,Nagaland,2014,Waste to Energy,3.37,0.0
995,Nagaland,2014,Wind Power,3.37,0.0
996,Nagaland,2015,Bio-Mass Power,1.63,0.0
997,Nagaland,2015,Small Hydro Power,1.63,30.67
998,Nagaland,2015,Solar Power,1.63,0.0
999,Nagaland,2015,Waste to Energy,1.63,0.0
1000,Nagaland,2015,Wind Power,1.63,0.0
1001,Nagaland,2016,Bio-Mass Power,0.0,0.0
1002,Nagaland,2016,Small Hydro Power,0.0,30.67
1003,Nagaland,2016,Solar Power,0.0,0.5
1004,Nagaland,2016,Waste to Energy,0.0,0.0
1005,Nagaland,2016,Wind Power,0.0,0.0
1006,Nagaland,2017,Bio-Mass Power,0.0,0.0
1007,Nagaland,2017,Small Hydro Power,0.0,30.67
1008,Nagaland,2017,Solar Power,0.0,1.0
1009,Nagaland,2017,Waste to Energy,0.0,0.0
1010,Nagaland,2018,Bio-Mass Power,0.0,0.0
1011,Nagaland,2018,Small Hydro Power,0.0,30.67
1012,Nagaland,2018,Solar Power,0.0,1.0
1013,Nagaland,2018,Waste to Energy ,0.0,0.0
1014,Nagaland,2018,Wind Power,0.0,0.0
1015,Nagaland,2019,Bio-Mass Power,0.0,0.0
1016,Nagaland,2019,Small Hydro Power,0.0,30.67
1017,Nagaland,2019,Solar Power,0.0,1.0
1018,Nagaland,2019,Waste to Energy ,0.0,0.0
1019,Nagaland,2019,Wind Power,0.0,0.0
1020,Nagaland,2020,Bio-Mass Power,0.39,0.0
1021,Nagaland,2020,Small Hydro Power,0.39,30.67
1022,Nagaland,2020,Solar Power,0.39,2.91
1023,Nagaland,2020,Waste to Energy ,0.39,0.0
1024,Nagaland,2020,Wind Power,0.39,0.0
1025,Nagaland,2021,Bio-Mass Power,0.39,0.0
1026,Nagaland,2021,Small Hydro Power,0.39,30.67
1027,Nagaland,2021,Solar Power,0.39,3.04
1028,Nagaland,2021,Waste to Energy ,0.39,0.0
1029,Nagaland,2021,Wind Power,0.39,0.0
1030,Manipur,2006,Bio-Mass Power,0.0,0.0
1031,Manipur,2006,Small Hydro Power,0.0,5.45
1032,Manipur,2006,Solar Power,0.0,0.0
1033,Manipur,2006,Waste to Energy,0.0,0.0
1034,Manipur,2006,Wind Power,0.0,0.0
1035,Manipur,2007,Bio-Mass Power,0.0,0.0
1036,Manipur,2007,Small Hydro Power,0.0,5.45
1037,Manipur,2007,Solar Power,0.0,0.0
1038,Manipur,2007,Waste to Energy,0.0,0.0
1039,Manipur,2007,Wind Power,0.0,0.0
1040,Manipur,2008,Bio-Mass Power,0.0,0.0
1041,Manipur,2008,Small Hydro Power,0.0,5.45
1042,Manipur,2008,Solar Power,0.0,0.0
1043,Manipur,2008,Waste to Energy,0.0,0.0
1044,Manipur,2008,Wind Power,0.0,0.0
1045,Manipur,2009,Bio-Mass Power,0.0,0.0
1046,Manipur,2009,Small Hydro Power,0.0,5.45
1047,Manipur,2009,Solar Power,0.0,0.0
1048,Manipur,2009,Waste to Energy,0.0,0.0
1049,Manipur,2009,Wind Power,0.0,0.0
1050,Manipur,2010,Bio-Mass Power,0.0,0.0
1051,Manipur,2010,Small Hydro Power,0.0,5.45
1052,Manipur,2010,Solar Power,0.0,0.0
1053,Manipur,2010,Waste to Energy,0.0,0.0
1054,Manipur,2010,Wind Power,0.0,0.0
1055,Manipur,2011,Bio-Mass Power,0.0,0.0
1056,Manipur,2011,Small Hydro Power,0.0,5.45
1057,Manipur,2011,Solar Power,0.0,0.0
1058,Manipur,2011,Waste to Energy,0.0,0.0
1059,Manipur,2011,Wind Power,0.0,0.0
1060,Manipur,2012,Bio-Mass Power,0.0,0.0
1061,Manipur,2012,Small Hydro Power,0.0,5.45
1062,Manipur,2012,Solar Power,0.0,0.0
1063,Manipur,2012,Waste to Energy,0.0,0.0
1064,Manipur,2012,Wind Power,0.0,0.0
1065,Manipur,2013,Bio-Mass Power,0.0,0.0
1066,Manipur,2013,Small Hydro Power,0.0,5.45
1067,Manipur,2013,Solar Power,0.0,0.0
1068,Manipur,2013,Waste to Energy,0.0,0.0
1069,Manipur,2013,Wind Power,0.0,0.0
1070,Manipur,2014,Bio-Mass Power,0.0,0.0
1071,Manipur,2014,Small Hydro Power,0.0,5.45
1072,Manipur,2014,Solar Power,0.0,0.0
1073,Manipur,2014,Waste to Energy,0.0,0.0
1074,Manipur,2014,Wind Power,0.0,0.0
1075,Manipur,2015,Bio-Mass Power,0.55,0.0
1076,Manipur,2015,Small Hydro Power,0.55,5.45
1077,Manipur,2015,Solar Power,0.55,0.0
1078,Manipur,2015,Waste to Energy,0.55,0.0
1079,Manipur,2015,Wind Power,0.55,0.0
1080,Manipur,2016,Bio-Mass Power,0.0,0.0
1081,Manipur,2016,Small Hydro Power,0.0,5.45
1082,Manipur,2016,Solar Power,0.0,0.03
1083,Manipur,2016,Waste to Energy,0.0,0.0
1084,Manipur,2016,Wind Power,0.0,0.0
1085,Manipur,2017,Bio-Mass Power,61.34,0.0
1086,Manipur,2017,Small Hydro Power,61.34,5.45
1087,Manipur,2017,Solar Power,61.34,0.06
1088,Manipur,2017,Waste to Energy,61.34,0.0
1089,Manipur,2017,Wind Power,61.34,0.0
1090,Manipur,2018,Bio-Mass Power,19.35,0.0
1091,Manipur,2018,Small Hydro Power,19.35,5.45
1092,Manipur,2018,Solar Power,19.35,3.44
1093,Manipur,2018,Waste to Energy ,19.35,0.0
1094,Manipur,2018,Wind Power,19.35,0.0
1095,Manipur,2019,Bio-Mass Power,11.3,0.0
1096,Manipur,2019,Small Hydro Power,11.3,5.45
1097,Manipur,2019,Solar Power,11.3,5.16
1098,Manipur,2019,Waste to Energy ,11.3,0.0
1099,Manipur,2019,Wind Power,11.3,0.0
1100,Manipur,2020,Bio-Mass Power,5.11,0.0
1101,Manipur,2020,Small Hydro Power,5.11,5.45
1102,Manipur,2020,Solar Power,5.11,11.39
1103,Manipur,2020,Waste to Energy ,5.11,0.0
1104,Manipur,2020,Wind Power,5.11,0.0
1105,Manipur,2021,Bio-Mass Power,5.11,0.0
1106,Manipur,2021,Small Hydro Power,5.11,5.45
1107,Manipur,2021,Solar Power,5.11,12.25
1108,Manipur,2021,Waste to Energy ,5.11,0.0
1109,Manipur,2021,Wind Power,5.11,0.0
1110,Mizoram,2006,Bio-Mass Power,0.0,0.0
1111,Mizoram,2006,Small Hydro Power,0.0,17.47
1112,Mizoram,2006,Solar Power,0.0,0.0
1113,Mizoram,2006,Waste to Energy,0.0,0.0
1114,Mizoram,2006,Wind Power,0.0,0.0
1115,Mizoram,2007,Bio-Mass Power,40.07,0.0
1116,Mizoram,2007,Small Hydro Power,40.07,17.47
1117,Mizoram,2007,Solar Power,40.07,0.0
1118,Mizoram,2007,Waste to Energy,40.07,0.0
1119,Mizoram,2007,Wind Power,40.07,0.0
1120,Mizoram,2008,Bio-Mass Power,49.04,0.0
1121,Mizoram,2008,Small Hydro Power,49.04,17.47
1122,Mizoram,2008,Solar Power,49.04,0.0
1123,Mizoram,2008,Waste to Energy,49.04,0.0
1124,Mizoram,2008,Wind Power,49.04,0.0
1125,Mizoram,2009,Bio-Mass Power,0.0,0.0
1126,Mizoram,2009,Small Hydro Power,0.0,36.47
1127,Mizoram,2009,Solar Power,0.0,0.0
1128,Mizoram,2009,Waste to Energy,0.0,0.0
1129,Mizoram,2009,Wind Power,0.0,0.0
1130,Mizoram,2010,Bio-Mass Power,0.0,0.0
1131,Mizoram,2010,Small Hydro Power,0.0,36.74
1132,Mizoram,2010,Solar Power,0.0,0.0
1133,Mizoram,2010,Waste to Energy,0.0,0.0
1134,Mizoram,2010,Wind Power,0.0,0.0
1135,Mizoram,2011,Bio-Mass Power,0.0,0.0
1136,Mizoram,2011,Small Hydro Power,0.0,36.47
1137,Mizoram,2011,Solar Power,0.0,0.0
1138,Mizoram,2011,Waste to Energy,0.0,0.0
1139,Mizoram,2011,Wind Power,0.0,0.0
1140,Mizoram,2012,Bio-Mass Power,0.0,0.0
1141,Mizoram,2012,Small Hydro Power,0.0,36.47
1142,Mizoram,2012,Solar Power,0.0,0.0
1143,Mizoram,2012,Waste to Energy,0.0,0.0
1144,Mizoram,2012,Wind Power,0.0,0.0
1145,Mizoram,2013,Bio-Mass Power,0.0,0.0
1146,Mizoram,2013,Small Hydro Power,0.0,36.47
1147,Mizoram,2013,Solar Power,0.0,0.0
1148,Mizoram,2013,Waste to Energy,0.0,0.0
1149,Mizoram,2013,Wind Power,0.0,0.0
1150,Mizoram,2014,Bio-Mass Power,0.27,0.0
1151,Mizoram,2014,Small Hydro Power,0.27,36.47
1152,Mizoram,2014,Solar Power,0.27,0.0
1153,Mizoram,2014,Waste to Energy,0.27,0.0
1154,Mizoram,2014,Wind Power,0.27,0.0
1155,Mizoram,2015,Bio-Mass Power,13.67,0.0
1156,Mizoram,2015,Small Hydro Power,13.67,36.47
1157,Mizoram,2015,Solar Power,13.67,0.1
1158,Mizoram,2015,Waste to Energy,13.67,0.0
1159,Mizoram,2015,Wind Power,13.67,0.0
1160,Mizoram,2016,Bio-Mass Power,0.0,0.0
1161,Mizoram,2016,Small Hydro Power,0.0,41.47
1162,Mizoram,2016,Solar Power,0.0,0.1
1163,Mizoram,2016,Waste to Energy,0.0,0.0
1164,Mizoram,2016,Wind Power,0.0,0.0
1165,Mizoram,2017,Bio-Mass Power,0.82,0.0
1166,Mizoram,2017,Small Hydro Power,0.82,36.47
1167,Mizoram,2017,Solar Power,0.82,0.2
1168,Mizoram,2017,Waste to Energy,0.82,0.0
1169,Mizoram,2017,Wind Power,0.82,0.0
1170,Mizoram,2018,Bio-Mass Power,2.76,0.0
1171,Mizoram,2018,Small Hydro Power,2.76,36.47
1172,Mizoram,2018,Solar Power,2.76,0.5
1173,Mizoram,2018,Waste to Energy ,2.76,0.0
1174,Mizoram,2018,Wind Power,2.76,0.0
1175,Mizoram,2019,Bio-Mass Power,0.0,0.0
1176,Mizoram,2019,Small Hydro Power,0.0,36.47
1177,Mizoram,2019,Solar Power,0.0,1.52
1178,Mizoram,2019,Waste to Energy ,0.0,0.0
1179,Mizoram,2019,Wind Power,0.0,0.0
1180,Mizoram,2020,Bio-Mass Power,2.12,0.0
1181,Mizoram,2020,Small Hydro Power,2.12,36.47
1182,Mizoram,2020,Solar Power,2.12,6.98
1183,Mizoram,2020,Waste to Energy ,2.12,0.0
1184,Mizoram,2020,Wind Power,2.12,0.0
1185,Mizoram,2021,Bio-Mass Power,2.12,0.0
1186,Mizoram,2021,Small Hydro Power,2.12,36.47
1187,Mizoram,2021,Solar Power,2.12,7.9
1188,Mizoram,2021,Waste to Energy ,2.12,0.0
1189,Mizoram,2021,Wind Power,2.12,0.0
1190,Tripura,2006,Bio-Mass Power,0.0,0.0
1191,Tripura,2006,Small Hydro Power,0.0,16.01
1192,Tripura,2006,Solar Power,0.0,0.0
1193,Tripura,2006,Waste to Energy,0.0,0.0
1194,Tripura,2006,Wind Power,0.0,0.0
1195,Tripura,2007,Bio-Mass Power,0.0,0.0
1196,Tripura,2007,Small Hydro Power,0.0,16.01
1197,Tripura,2007,Solar Power,0.0,0.0
1198,Tripura,2007,Waste to Energy,0.0,0.0
1199,Tripura,2007,Wind Power,0.0,0.0
1200,Tripura,2008,Bio-Mass Power,0.0,0.0
1201,Tripura,2008,Small Hydro Power,0.0,16.01
1202,Tripura,2008,Solar Power,0.0,0.0
1203,Tripura,2008,Waste to Energy,0.0,0.0
1204,Tripura,2008,Wind Power,0.0,0.0
1205,Tripura,2009,Bio-Mass Power,0.0,0.0
1206,Tripura,2009,Small Hydro Power,0.0,16.01
1207,Tripura,2009,Solar Power,0.0,0.0
1208,Tripura,2009,Waste to Energy,0.0,0.0
1209,Tripura,2009,Wind Power,0.0,0.0
1210,Tripura,2010,Bio-Mass Power,0.0,0.0
1211,Tripura,2010,Small Hydro Power,0.0,16.01
1212,Tripura,2010,Solar Power,0.0,0.0
1213,Tripura,2010,Waste to Energy,0.0,0.0
1214,Tripura,2010,Wind Power,0.0,0.0
1215,Tripura,2011,Bio-Mass Power,0.0,0.0
1216,Tripura,2011,Small Hydro Power,0.0,16.01
1217,Tripura,2011,Solar Power,0.0,0.0
1218,Tripura,2011,Waste to Energy,0.0,0.0
1219,Tripura,2011,Wind Power,0.0,0.0
1220,Tripura,2012,Bio-Mass Power,0.0,0.0
1221,Tripura,2012,Small Hydro Power,0.0,16.01
1222,Tripura,2012,Solar Power,0.0,0.0
1223,Tripura,2012,Waste to Energy,0.0,0.0
1224,Tripura,2012,Wind Power,0.0,0.0
1225,Tripura,2013,Bio-Mass Power,31.23,0.0
1226,Tripura,2013,Small Hydro Power,31.23,16.01
1227,Tripura,2013,Solar Power,31.23,0.0
1228,Tripura,2013,Waste to Energy,31.23,0.0
1229,Tripura,2013,Wind Power,31.23,0.0
1230,Tripura,2014,Bio-Mass Power,0.0,0.0
1231,Tripura,2014,Small Hydro Power,0.0,16.01
1232,Tripura,2014,Solar Power,0.0,5.0
1233,Tripura,2014,Waste to Energy,0.0,0.0
1234,Tripura,2014,Wind Power,0.0,0.0
1235,Tripura,2015,Bio-Mass Power,0.43,0.0
1236,Tripura,2015,Small Hydro Power,0.43,16.01
1237,Tripura,2015,Solar Power,0.43,5.0
1238,Tripura,2015,Waste to Energy,0.43,0.0
1239,Tripura,2015,Wind Power,0.43,0.0
1240,Tripura,2016,Bio-Mass Power,0.0,0.0
1241,Tripura,2016,Small Hydro Power,0.0,16.01
1242,Tripura,2016,Solar Power,0.0,5.09
1243,Tripura,2016,Waste to Energy,0.0,0.0
1244,Tripura,2016,Wind Power,0.0,0.0
1245,Tripura,2017,Bio-Mass Power,0.0,0.0
1246,Tripura,2017,Small Hydro Power,0.0,16.01
1247,Tripura,2017,Solar Power,0.0,5.09
1248,Tripura,2017,Waste to Energy,0.0,0.0
1249,Tripura,2017,Wind Power,0.0,0.0
1250,Tripura,2018,Bio-Mass Power,20.47,0.0
1251,Tripura,2018,Small Hydro Power,20.47,16.01
1252,Tripura,2018,Solar Power,20.47,5.09
1253,Tripura,2018,Waste to Energy ,20.47,0.0
1254,Tripura,2018,Wind Power,20.47,0.0
1255,Tripura,2019,Bio-Mass Power,0.0,0.0
1256,Tripura,2019,Small Hydro Power,0.0,16.01
1257,Tripura,2019,Solar Power,0.0,9.41
1258,Tripura,2019,Waste to Energy ,0.0,0.0
1259,Tripura,2019,Wind Power,0.0,0.0
1260,Tripura,2020,Bio-Mass Power,4.5,0.0
1261,Tripura,2020,Small Hydro Power,4.5,16.01
1262,Tripura,2020,Solar Power,4.5,13.56
1263,Tripura,2020,Waste to Energy ,4.5,0.0
1264,Tripura,2020,Wind Power,4.5,0.0
1265,Tripura,2021,Bio-Mass Power,4.5,0.0
1266,Tripura,2021,Small Hydro Power,4.5,16.01
1267,Tripura,2021,Solar Power,4.5,14.89
1268,Tripura,2021,Waste to Energy ,4.5,0.0
1269,Tripura,2021,Wind Power,4.5,0.0
1270,Meghalaya,2006,Bio-Mass Power,0.0,0.0
1271,Meghalaya,2006,Small Hydro Power,0.0,30.71
1272,Meghalaya,2006,Solar Power,0.0,0.0
1273,Meghalaya,2006,Waste to Energy,0.0,0.0
1274,Meghalaya,2006,Wind Power,0.0,0.0
1275,Meghalaya,2007,Bio-Mass Power,0.0,0.0
1276,Meghalaya,2007,Small Hydro Power,0.0,31.03
1277,Meghalaya,2007,Solar Power,0.0,0.0
1278,Meghalaya,2007,Waste to Energy,0.0,0.0
1279,Meghalaya,2007,Wind Power,0.0,0.0
1280,Meghalaya,2008,Bio-Mass Power,0.0,0.0
1281,Meghalaya,2008,Small Hydro Power,0.0,31.03
1282,Meghalaya,2008,Solar Power,0.0,0.0
1283,Meghalaya,2008,Waste to Energy,0.0,0.0
1284,Meghalaya,2008,Wind Power,0.0,0.0
1285,Meghalaya,2009,Bio-Mass Power,0.0,0.0
1286,Meghalaya,2009,Small Hydro Power,0.0,31.03
1287,Meghalaya,2009,Solar Power,0.0,0.0
1288,Meghalaya,2009,Waste to Energy,0.0,0.0
1289,Meghalaya,2009,Wind Power,0.0,0.0
1290,Meghalaya,2010,Bio-Mass Power,0.0,0.0
1291,Meghalaya,2010,Small Hydro Power,0.0,31.03
1292,Meghalaya,2010,Solar Power,0.0,0.0
1293,Meghalaya,2010,Waste to Energy,0.0,0.0
1294,Meghalaya,2010,Wind Power,0.0,0.0
1295,Meghalaya,2011,Bio-Mass Power,0.0,0.0
1296,Meghalaya,2011,Small Hydro Power,0.0,31.03
1297,Meghalaya,2011,Solar Power,0.0,0.0
1298,Meghalaya,2011,Waste to Energy,0.0,0.0
1299,Meghalaya,2011,Wind Power,0.0,0.0
1300,Meghalaya,2012,Bio-Mass Power,0.0,0.0
1301,Meghalaya,2012,Small Hydro Power,0.0,31.03
1302,Meghalaya,2012,Solar Power,0.0,0.0
1303,Meghalaya,2012,Waste to Energy,0.0,0.0
1304,Meghalaya,2012,Wind Power,0.0,0.0
1305,Meghalaya,2013,Bio-Mass Power,0.0,0.0
1306,Meghalaya,2013,Small Hydro Power,0.0,31.03
1307,Meghalaya,2013,Solar Power,0.0,0.0
1308,Meghalaya,2013,Waste to Energy,0.0,0.0
1309,Meghalaya,2013,Wind Power,0.0,0.0
1310,Meghalaya,2014,Bio-Mass Power,0.0,0.0
1311,Meghalaya,2014,Small Hydro Power,0.0,31.03
1312,Meghalaya,2014,Solar Power,0.0,0.0
1313,Meghalaya,2014,Waste to Energy,0.0,0.0
1314,Meghalaya,2014,Wind Power,0.0,0.0
1315,Meghalaya,2015,Bio-Mass Power,0.03,0.0
1316,Meghalaya,2015,Small Hydro Power,0.03,31.03
1317,Meghalaya,2015,Solar Power,0.03,0.0
1318,Meghalaya,2015,Waste to Energy,0.03,0.0
1319,Meghalaya,2015,Wind Power,0.03,0.0
1320,Meghalaya,2016,Bio-Mass Power,0.0,0.0
1321,Meghalaya,2016,Small Hydro Power,0.0,31.03
1322,Meghalaya,2016,Solar Power,0.0,0.01
1323,Meghalaya,2016,Waste to Energy,0.0,0.0
1324,Meghalaya,2016,Wind Power,0.0,0.0
1325,Meghalaya,2017,Bio-Mass Power,3.57,13.8
1326,Meghalaya,2017,Small Hydro Power,3.57,31.03
1327,Meghalaya,2017,Solar Power,3.57,0.02
1328,Meghalaya,2017,Waste to Energy,3.57,0.0
1329,Meghalaya,2017,Wind Power,3.57,0.0
1330,Meghalaya,2018,Bio-Mass Power,0.0,13.8
1331,Meghalaya,2018,Small Hydro Power,0.0,32.53
1332,Meghalaya,2018,Solar Power,0.0,0.12
1333,Meghalaya,2018,Waste to Energy ,0.0,0.0
1334,Meghalaya,2018,Wind Power,0.0,0.0
1335,Meghalaya,2019,Bio-Mass Power,0.0,13.8
1336,Meghalaya,2019,Small Hydro Power,0.0,32.53
1337,Meghalaya,2019,Solar Power,0.0,0.12
1338,Meghalaya,2019,Waste to Energy ,0.0,0.0
1339,Meghalaya,2019,Wind Power,0.0,0.0
1340,Meghalaya,2020,Bio-Mass Power,0.6,13.8
1341,Meghalaya,2020,Small Hydro Power,0.6,32.53
1342,Meghalaya,2020,Solar Power,0.6,3.85
1343,Meghalaya,2020,Waste to Energy ,0.6,0.0
1344,Meghalaya,2020,Wind Power,0.6,0.0
1345,Meghalaya,2021,Bio-Mass Power,0.6,13.8
1346,Meghalaya,2021,Small Hydro Power,0.6,32.53
1347,Meghalaya,2021,Solar Power,0.6,4.15
1348,Meghalaya,2021,Waste to Energy ,0.6,0.0
1349,Meghalaya,2021,Wind Power,0.6,0.0
1350,Assam,2006,Bio-Mass Power,0.0,0.0
1351,Assam,2006,Small Hydro Power,0.0,2.11
1352,Assam,2006,Solar Power,0.0,0.0
1353,Assam,2006,Waste to Energy,0.0,0.0
1354,Assam,2006,Wind Power,0.0,0.0
1355,Assam,2007,Bio-Mass Power,0.0,0.0
1356,Assam,2007,Small Hydro Power,0.0,27.11
1357,Assam,2007,Solar Power,0.0,0.0
1358,Assam,2007,Waste to Energy,0.0,0.0
1359,Assam,2007,Wind Power,0.0,0.0
1360,Assam,2008,Bio-Mass Power,0.0,0.0
1361,Assam,2008,Small Hydro Power,0.0,27.11
1362,Assam,2008,Solar Power,0.0,0.0
1363,Assam,2008,Waste to Energy,0.0,0.0
1364,Assam,2008,Wind Power,0.0,0.0
1365,Assam,2009,Bio-Mass Power,0.0,0.0
1366,Assam,2009,Small Hydro Power,0.0,27.11
1367,Assam,2009,Solar Power,0.0,0.0
1368,Assam,2009,Waste to Energy,0.0,0.0
1369,Assam,2009,Wind Power,0.0,0.0
1370,Assam,2010,Bio-Mass Power,14.75,0.0
1371,Assam,2010,Small Hydro Power,14.75,27.11
1372,Assam,2010,Solar Power,14.75,0.0
1373,Assam,2010,Waste to Energy,14.75,0.0
1374,Assam,2010,Wind Power,14.75,0.0
1375,Assam,2011,Bio-Mass Power,0.0,0.0
1376,Assam,2011,Small Hydro Power,0.0,31.11
1377,Assam,2011,Solar Power,0.0,0.0
1378,Assam,2011,Waste to Energy,0.0,0.0
1379,Assam,2011,Wind Power,0.0,0.0
1380,Assam,2012,Bio-Mass Power,9.64,0.0
1381,Assam,2012,Small Hydro Power,9.64,31.11
1382,Assam,2012,Solar Power,9.64,0.0
1383,Assam,2012,Waste to Energy,9.64,0.0
1384,Assam,2012,Wind Power,9.64,0.0
1385,Assam,2013,Bio-Mass Power,0.0,0.0
1386,Assam,2013,Small Hydro Power,0.0,34.11
1387,Assam,2013,Solar Power,0.0,0.0
1388,Assam,2013,Waste to Energy,0.0,0.0
1389,Assam,2013,Wind Power,0.0,0.0
1390,Assam,2014,Bio-Mass Power,0.0,0.0
1391,Assam,2014,Small Hydro Power,0.0,34.11
1392,Assam,2014,Solar Power,0.0,0.0
1393,Assam,2014,Waste to Energy,0.0,0.0
1394,Assam,2014,Wind Power,0.0,0.0
1395,Assam,2015,Bio-Mass Power,34.54,0.0
1396,Assam,2015,Small Hydro Power,34.54,34.11
1397,Assam,2015,Solar Power,34.54,0.0
1398,Assam,2015,Waste to Energy,34.54,0.0
1399,Assam,2015,Wind Power,34.54,0.0
1400,Assam,2016,Bio-Mass Power,0.0,0.0
1401,Assam,2016,Small Hydro Power,0.0,34.11
1402,Assam,2016,Solar Power,0.0,11.78
1403,Assam,2016,Waste to Energy,0.0,0.0
1404,Assam,2016,Wind Power,0.0,0.0
1405,Assam,2017,Bio-Mass Power,21.37,0.0
1406,Assam,2017,Small Hydro Power,21.37,34.11
1407,Assam,2017,Solar Power,21.37,12.45
1408,Assam,2017,Waste to Energy,21.37,0.0
1409,Assam,2017,Wind Power,21.37,0.0
1410,Assam,2018,Bio-Mass Power,33.32,0.0
1411,Assam,2018,Small Hydro Power,33.32,34.11
1412,Assam,2018,Solar Power,33.32,22.4
1413,Assam,2018,Waste to Energy ,33.32,0.0
1414,Assam,2018,Wind Power,33.32,0.0
1415,Assam,2019,Bio-Mass Power,5.0,0.0
1416,Assam,2019,Small Hydro Power,5.0,34.11
1417,Assam,2019,Solar Power,5.0,41.23
1418,Assam,2019,Waste to Energy ,5.0,0.0
1419,Assam,2019,Wind Power,5.0,0.0
1420,Assam,2020,Bio-Mass Power,75.72,2.0
1421,Assam,2020,Small Hydro Power,75.72,34.11
1422,Assam,2020,Solar Power,75.72,51.56
1423,Assam,2020,Waste to Energy ,75.72,0.0
1424,Assam,2020,Wind Power,75.72,0.0
1425,Assam,2021,Bio-Mass Power,75.72,2.0
1426,Assam,2021,Small Hydro Power,75.72,34.11
1427,Assam,2021,Solar Power,75.72,117.94
1428,Assam,2021,Waste to Energy ,75.72,0.0
1429,Assam,2021,Wind Power,75.72,0.0
1430,West Bengal,2006,Bio-Mass Power,0.0,0.0
1431,West Bengal,2006,Small Hydro Power,0.0,98.4
1432,West Bengal,2006,Solar Power,0.0,0.05
1433,West Bengal,2006,Waste to Energy,0.0,0.0
1434,West Bengal,2006,Wind Power,0.0,1.1
1435,West Bengal,2007,Bio-Mass Power,0.0,0.0
1436,West Bengal,2007,Small Hydro Power,0.0,98.4
1437,West Bengal,2007,Solar Power,0.0,0.05
1438,West Bengal,2007,Waste to Energy,0.0,0.0
1439,West Bengal,2007,Wind Power,0.0,0.0
1440,West Bengal,2008,Bio-Mass Power,21.74,0.0
1441,West Bengal,2008,Small Hydro Power,21.74,98.4
1442,West Bengal,2008,Solar Power,21.74,0.05
1443,West Bengal,2008,Waste to Energy,21.74,0.0
1444,West Bengal,2008,Wind Power,21.74,0.0
1445,West Bengal,2009,Bio-Mass Power,0.0,16.0
1446,West Bengal,2009,Small Hydro Power,0.0,98.4
1447,West Bengal,2009,Solar Power,0.0,1.15
1448,West Bengal,2009,Waste to Energy,0.0,0.0
1449,West Bengal,2009,Wind Power,0.0,4.3
1450,West Bengal,2010,Bio-Mass Power,0.75,16.0
1451,West Bengal,2010,Small Hydro Power,0.75,98.4
1452,West Bengal,2010,Solar Power,0.75,1.15
1453,West Bengal,2010,Waste to Energy,0.75,0.0
1454,West Bengal,2010,Wind Power,0.75,4.3
1455,West Bengal,2011,Bio-Mass Power,4.72,16.0
1456,West Bengal,2011,Small Hydro Power,4.72,98.4
1457,West Bengal,2011,Solar Power,4.72,2.05
1458,West Bengal,2011,Waste to Energy,4.72,0.0
1459,West Bengal,2011,Wind Power,4.72,4.3
1460,West Bengal,2012,Bio-Mass Power,3.95,26.0
1461,West Bengal,2012,Small Hydro Power,3.95,98.4
1462,West Bengal,2012,Solar Power,3.95,2.05
1463,West Bengal,2012,Waste to Energy,3.95,0.0
1464,West Bengal,2012,Wind Power,3.95,0.0
1465,West Bengal,2013,Bio-Mass Power,0.2,26.0
1466,West Bengal,2013,Small Hydro Power,0.2,98.4
1467,West Bengal,2013,Solar Power,0.2,7.05
1468,West Bengal,2013,Waste to Energy,0.2,0.0
1469,West Bengal,2013,Wind Power,0.2,0.0
1470,West Bengal,2014,Bio-Mass Power,0.43,26.0
1471,West Bengal,2014,Small Hydro Power,0.43,98.5
1472,West Bengal,2014,Solar Power,0.43,7.21
1473,West Bengal,2014,Waste to Energy,0.43,0.0
1474,West Bengal,2014,Wind Power,0.43,0.0
1475,West Bengal,2015,Bio-Mass Power,221.04,26.0
1476,West Bengal,2015,Small Hydro Power,221.04,98.5
1477,West Bengal,2015,Solar Power,221.04,7.77
1478,West Bengal,2015,Waste to Energy,221.04,0.0
1479,West Bengal,2015,Wind Power,221.04,0.0
1480,West Bengal,2016,Bio-Mass Power,0.0,300.0
1481,West Bengal,2016,Small Hydro Power,0.0,98.5
1482,West Bengal,2016,Solar Power,0.0,26.14
1483,West Bengal,2016,Waste to Energy,0.0,0.0
1484,West Bengal,2016,Wind Power,0.0,0.0
1485,West Bengal,2017,Bio-Mass Power,8.48,319.92
1486,West Bengal,2017,Small Hydro Power,8.48,98.5
1487,West Bengal,2017,Solar Power,8.48,37.32
1488,West Bengal,2017,Waste to Energy,8.48,0.0
1489,West Bengal,2017,Wind Power,8.48,0.0
1490,West Bengal,2018,Bio-Mass Power,7.79,319.92
1491,West Bengal,2018,Small Hydro Power,7.79,98.5
1492,West Bengal,2018,Solar Power,7.79,75.95
1493,West Bengal,2018,Waste to Energy ,7.79,0.0
1494,West Bengal,2018,Wind Power,7.79,0.0
